GPT-4.0	Piiratud võimalustega abivägede saamiseks viisid roomlased oma väed lõunasse ja selle ülestõusu surus maha kuberner Gnaeus Julius Verus.	Roomlased viisid oma väed lõunasse, et saada piiratud abivägesid. Kuberner Gnaeus Julius Verus surus maha selle ülestõusu.	Roomlased viisid oma väed lõunasse, et saada abivägesid. Ülestõusu surus maha Kuberner Gnaeus Julius Verus.
GPT-4.0	Austraalia Queenslandi osariigis on sätestatud trahvid niiluse ahvena kasvatamise ja isegi enda valduses hoidmise eest, kuna ta võistleb otseselt välimuselt sarnase pärismaise liigiga Lates calcarifer, mis võib kasvada kuni 1,8 m pikkuseks.	Austraalia Queenslandi osariigis on kehtestatud trahvid niiluse ahvena kasvatamise ja valduses hoidmise eest. See on seetõttu, et niiluse ahven võistleb otseselt pärismaise liigiga, mille nimi on Lates calcarifer. Lates calcarifer võib kasvada kuni 1,8 meetri pikkuseks.	Austraalia Queenslandi osariigis saab niiluse ahvena kasvatamise ja hoidmise eest trahvi. Niiluse ahven võistleb talle sarnase kohaliku liigiga (Lates calcarifer). Lates calcarifer võib kasvada kuni 1,8 meetri pikkuseks.
GPT-4.0	Mõned liigid on võimelised ka iseseisvalt liikuma ja võivad ühe ööpäeva jooksul läbida vertikaalselt sadu meetreid (vertikaalne ränne), kuid nende horisontaalne liikumine on esmajoones määratud siiski hoovuste poolt.	Mõned liigid suudavad iseseisvalt liikuda. Nad võivad ühe päeva jooksul läbida vertikaalselt sadu meetreid. See on tuntud kui vertikaalne ränne. Kuid nende horisontaalne liikumine sõltub peamiselt hoovustest.	Mõned liigid suudavad iseseisvalt liikuda. Nad võivad ühe päeva jooksul läbida vertikaalselt sadu meetreid. See on tuntud kui vertikaalne ränne. Nende horisontaalne liikumine sõltub peamiselt hoovustest.
GPT-4.0	Hyde Parki Suur värav, mida tuntakse ka Kuninganna Elizabethi väravana, paikneb Hyde Park Corneri juures Apsley House'i kõrval ning püstitati Decimus Burtoni projekti järgi aastatel 1824–1825.	Hyde Parki Suur värav on tuntud ka Kuninganna Elizabethi väravana. See asub Hyde Park Corneri lähedal, Apsley House'i kõrval. Värav ehitati aastatel 1824-1825 Decimus Burtoni projekti järgi.	Hyde Parki Suur värav tuntakse ka Kuninganna Elizabethi väravana. See asub Hyde Park Corneri lähedal, Apsley House'i kõrval. Värav ehitati aastatel 1824-1825 Decimus Burtoni projekti järgi.
WIKILARGE	Raske depressiivne häire (MDD) (tuntud ka kui korduv depressiivne häire, kliiniline depressioon, raske depressioon, unipolaarne depressioon või unipolaarne häire) on psüühikahäire, mida iseloomustab kõikehõlmav madal meeleolu, millega kaasneb madal enesehinnang ja huvi või naudingu kadumine tavaliselt nauditavates tegevustes.	Rasket depressiivset häiret nimetatakse ka suureks, biokeemiliseks, kliiniliseks, endogeenseks või bioloogiliseks depressiooniks. Seda võib nimetada ka unipolaarseks afektiivseks häireks.	Raske depressiivne häire on psüühikahäire, mida iseloomustab madal meeleolu, madal enesehinnang ja huvi või naudingu kadumine nauditavates tegevustes.
GPT-4.0	Seitsmeaastase sõja ajal kasutati saart hüppelauana Briti vägede saatmisel retkedele Prantsuse ranniku vastu, nagu retk Rocheforti.	Seitsmeaastase sõja ajal kasutati saart, et saata Briti vägesid retkedele. Need retked olid suunatud Prantsuse ranniku vastu, nagu retk Rocheforti.	Seitsmeaastase sõja ajal kasutati saart, et saata Briti vägesid retkedele. Need retked olid suunatud Prantsuse ranniku vastu, nagu retk Rocheforti.
GPT-4.0	Laulust sai ühe nädala jooksul enim striimitud laul Suurbritannias (2,58 miljonit korda) ja maailmas (15,5 miljonit korda).	Laul sai ühe nädala jooksul Suurbritannias kõige rohkem striime, 2,58 miljonit korda. Samuti sai see maailmas kõige rohkem striime, 15,5 miljonit korda.	Laulust sai nädalaga kõige rohkem striimitud laul Suurbritannias (2,58 miljonit korda) ja maailmas (15,5 miljonit korda).
GPT-4.0	Kuigi mõned baškiiri klannid suutsid end kehtestada piisavalt, et osavad juhid kuulutasid end khaanideks, ei tekkinud eraldiseisvat baškiiri riiki.	Mõned baškiiri klannid suutsid end kehtestada. Nende osavad juhid kuulutasid end khaanideks. Kuid eraldi baškiiri riik ei tekkinud.	Mõned baškiiri klannid suutsid end kehtestada. Nende osavad juhid kuulutasid end khaanideks. Eraldi baškiiri riik ei tekkinud.
GPT-4.0	Territoriaalsed vaidlused viisid sõjani Poola ja Leedu või Leedu fraktsioonide vahel; leedulased pidasid ajuti isegi otstarbekaks salaliitu Saksa orduga poolakate vastu.	Poola ja Leedu või Leedu rühmituste vahel tekkisid territoriaalsed vaidlused. Need vaidlused viisid sõjani. Mõnikord pidasid leedulased paremaks teha salajast koostööd Saksa orduga, et võidelda poolakatega.	Poola ja Leedu vahel tekkisid vaidlused maa üle. Need vaidlused viisid sõjani. Mõnikord pidasid leedulased paremaks teha salaja koostööd Saksa orduga.
GPT-4.0	Kaevandamisest tingitud keskkonnamõju ei lõpe mäetööde lõpetamisega ja kaevanduse sulgemisega, vaid jätkub reeglina ka pärast seda, kuigi mõningases uues kontekstis ning suunitlusega loodusliku olukorra taastumise suunas.	Kaevandamise mõju keskkonnale ei lõpe, kui kaevandamine lõpetatakse ja kaevandus suletakse. See mõju jätkub ka pärast seda. Mõju suundub uues kontekstis loodusliku olukorra taastumise suunas.	Kaevandamise mõju keskkonnale ei lõpe, kui kaevandamine lõpetatakse ja kaevandus suletakse. See mõju jätkub ka pärast seda. Mõju suundub uues kontekstis loodusliku olukorra taastumise suunas.
GPT-4.0	Kuna eri tüüpi kasvajatel on erinev tekkemehhanism, on geeniekspressiooni mustri alusel võimalik eristada pehmete kudede sarkoomide histoloogilisi tüüpe.	Eri tüüpi kasvajad tekivad erinevalt. Seetõttu saab geeniekspressiooni mustri järgi eristada pehmete kudede sarkoomide erinevaid tüüpe.	Eri tüüpi kasvajad tekivad erinevalt. Seetõttu saab geeniekspressiooni mustri järgi eristada pehmete kudede sarkoomide erinevaid tüüpe.
GPT-4.0	Cittaslow liikumine algas Itaalias, kui nelja väikelinna linnapead tahtsid rakendada aeglase toidu liikumise põhimõtteid oma linnades.	Cittaslow liikumine sai alguse Itaaliast. Seal otsustasid nelja väikelinna linnapead kasutada oma linnades aeglase toidu liikumise põhimõtteid.	Cittaslow liikumine sai alguse Itaaliast. Seal otsustasid nelja väikelinna linnapead kasutada oma linnades aeglase toidu liikumise põhimõtteid.
GPT-4.0	Rooma oli ligi pooleteist sajandi jooksul jaga ja valitse (divide et impera) taktikaga peaaegu kogu Itaalia vallutanud või liidulepingutega endaga sidunud.	Ligikaudu poolteist sajandit kasutas Rooma "jaga ja valitse" taktikat. Selle ajaga vallutas ta peaaegu kogu Itaalia või sidus selle endaga liidulepingute abil.	Umbes üks ja pool sajandit kasutas Rooma "jaga ja valitse" taktikat. Selle ajaga vallutas ta peaaegu kogu Itaalia või sidus selle endaga liidulepingute abil.
TURK	Scarborough' raudteejaam teenindab mereäärset Scarborough' linna Põhja-Yorkshire'is Inglismaal.	Scarborough' raudteejaam on Inglismaal Põhja-Yorkshire'is mereäärses Scarborough' linnas.	Scarborough' raudteejaam on Inglismaal Põhja-Yorkshire'is mereäärses Scarborough' linnas.
GPT-4.0	Mitte ühtegi teist Apalatši maakonda ei mõjutanud kivisöetööstuse allakäik nii rängalt ja 1980. aasta rahvaloenduse järgi oli maakonna suhteline vaesus ligi 23,5%.	Kivisöetööstuse allakäik mõjutas kõige raskemini üht Apalatši maakonda. 1980. aasta rahvaloenduse järgi oli seal vaesus ligi 23,5%.	Kivisöetööstuse allakäik mõjutas kõige rohkem üht Apalatši maakonda. 1980. aasta rahvaloenduse järgi oli seal vaesus ligi 23,5%.
GPT-4.0	Tehnika arenedes on pidurisüsteeme täiustatud ja tänapäevased süsteemid kontrollivad iga ratast eraldi ning on võimelised igale rattale mõjuvat pidurdusjõudu eraldi reguleerima.	Tänu tehnika arengule on pidurisüsteeme paremaks muudetud. Nüüdseks on süsteemid võimelised iga ratast eraldi kontrollima ja reguleerima iga ratta pidurdusjõudu eraldi.	Tänu tehnika arengule on pidurisüsteeme paremaks muudetud. Nüüdseks on süsteemid võimelised iga ratast eraldi kontrollima ja reguleerima iga ratta pidurdusjõudu eraldi.
TURK	Paaris agressiivse laienemise ja laiendatud menüüga tuli küpsetiste sisseostmine.	Koos agressiivne laienemise ja suurema menüüga tuli ka küpsetiste sisseostmine.	Koos agressiivne laienemise ja suurema menüüga tuli ka küpsetiste sisseostmine.
GPT-4.0	Varsti pärast seda panid Levasseur ja Taylor toime merendusajaloo suurima röövi, röövides paljaks suure Portugali galeooni "Nossa Senhora do Cabo" ("Meie Neemedaam") ehk "Virgem Do Cabo" ("Neeme Neitsi").	Levasseur ja Taylor panid varsti pärast seda toime suure röövi merendusajaloo. Nad röövisid paljaks suure Portugali galeooni, mida kutsutakse "Nossa Senhora do Cabo" või "Virgem Do Cabo".	Levasseur ja Taylor panid toime kõige suurema röövi merendusajaloos. Nad röövisid paljaks suure Portugali galeooni.
GPT-4.0	Kange mees vastas, et eelmine vaidlus oli lahendamisel rammukatsumise teel, kuid vastaline kui vedel mees kadus härjapõlvlasena murupõhja.	Üks mees, kes oli väga tugev, ütles, et nad lahendasid eelmise vaidluse jõudu proovides. Kuid tema vastane, kes polnud nii tugev, kadus nagu oleks ta rohu sees peitu pugenud.	Üks tugev mees ütles, et nad lahendasid eelmise vaidluse jõuga. Kuid tema vastane, kes polnud nii tugev, kadus.
GPT-4.0	9. juunil 1657 toimus Liivimaal Valga lahing, milles Rootsi sõjavägi võitis Pihkva suurvojevood ja kindral Matvei Šeremetevi (1629–1657) juhitud Moskva tsaaririigi väge.	9. juunil 1657 oli Valga lahing Liivimaal. Rootsi sõjavägi võitis selles lahingus. Moskva tsaaririigi vägesid juhtis Pihkva suurvojevood ja kindral Matvei Šeremetev.	9. juunil 1657 oli Valga lahing Liivimaal. Rootsi võitis lahingu. Moskva tsaaririigi vägesid juhtis Pihkva suurvojevood ja kindral Matvei Šeremetev.
GPT-4.0	Galaxy S7 ja S7 Edge on Samsungi Galaxy S-seeria viimased kaks telefoni, mille nupul on sisseehitatud sõrmejäljelugeriga füüsiline nupp.	Galaxy S7 ja S7 Edge on kaks viimast Samsungi Galaxy S-seeria telefoni. Neil telefonidel on füüsiline nupp, mis sisaldab sisseehitatud sõrmejäljelugejat.	Galaxy S7 ja S7 Edge on kaks viimast Samsungi Galaxy S-seeria telefoni. Neil telefonidel on füüsiline nupp, mis sisaldab sisseehitatud sõrmejäljelugejat.
GPT-4.0	Tänapäeval toodetavate mikroprotsessorite puhul kasutatakse ränidioksiidi asemel muid materjale, mille omadused lubavad paremat energiasäästu ja töökiirust.	Tänapäeval kasutatakse mikroprotsessorite tootmisel ränidioksiidi asemel teisi materjale. Need materjalid võimaldavad rohkem energiat säästa ja suurendavad töökiirust.	Tänapäeval kasutatakse mikroprotsessorite tootmisel ränidioksiidi asemel teisi materjale. Need materjalid võimaldavad rohkem energiat säästa ja suurendavad töökiirust.
GPT-4.0	Keiser Honoriuse kirja aastast 410 peetakse tavaliselt briti abipalve tagasilükkamiseks, kuid see võib olla adresseeritud Bruttiumile või Bolognale.	Keiser Honorius kirjutas aastal 410 kirja. Tavaliselt arvatakse, et ta lükkas sellega tagasi brittide abipalve. Aga kirja võib olla suunatud ka Bruttiumile või Bolognale.	Keiser Honorius kirjutas kirja  aastal 410. Arvatakse, et ta lükkas sellega tagasi brittide abipalve. Aga kiri võib olla suunatud ka Bruttiumile või Bolognale.
GPT-4.0	Alates 1641 vahistati arvukalt metsasoomlasi ja paljud neist saadeti asumisele Uus-Rootsi kolooniasse Delaware'i jõe suudmealal Põhja-Ameerikas.	Alates aastast 1641 vahistati palju metsasoomlasi. Paljud neist saadeti elama Uus-Rootsi kolooniasse. See koloonia asub Põhja-Ameerikas, Delaware'i jõe suudmes.	Alates aastast 1641 vahistati palju metsasoomlasi. Paljud neist saadeti elama Uus-Rootsi kolooniasse. See koloonia asub Põhja-Ameerikas, Delaware'i jõe suudmes.
GPT-4.0	Pärast seda, kui avalikkus sai teada, kui surmav on napalm B ja kui kohutavaid arme see jätab, hakati Dow' tooteid boikoteerima ning värbajad, kes otsisid kolledžitest ja ülikoolidest firmasse uusi keemikuid, keemiainsenere jt, tõrjuti ülikoolide juurest eemale.	Avalikkus sai teada, kui surmav on napalm B ja milliseid kohutavaid arme see jätab. Selle tõttu hakkasid inimesed Dow' tooteid boikoteerima. Dow' värbajad, kes otsisid uusi keemikuid ja keemiainsenere kolledžitest ja ülikoolidest, ei olnud enam ülikoolides teretulnud.	Avalikkus sai teada, kui surmav on napalm B ja milliseid kohutavaid arme see jätab. Selle tõttu loobusid inimesed Dow' toodetest. Dow' värbajad, kes otsisid uusi keemikuid kolledžitest ja ülikoolidest, ei olnud enam ülikoolides teretulnud.
GPT-4.0	Otsustav arveteõiendamine Osmanite riigiga pidi toimuma aastal 1686 Püha Liiga liitlaste koordineeritud rünnakuga erinevatele Osmanite provintsidele.	Aasta 1686 pidi olema otsustav Osmanite riigiga arvete õiendamiseks. Püha Liiga liitlased plaanisid sel aastal rünnata erinevaid Osmanite provintse.	Aasta 1686 pidi olema otsustav Osmanite riigiga arvete õiendamiseks. Püha Liiga liitlased plaanisid sel aastal rünnata erinevaid Osmanite provintse.
GPT-4.0	Cleveron on 2007. aastal asutatud Eesti tarkvara- ja tehnoloogiaettevõte, mis toodab robootilisi pakiautomaate ning loob click and collect-lahendusi jae- ja logistikasektorile.	Cleveron on Eesti ettevõte, mis alustas tööd 2007. aastal. Cleveron tegeleb tarkvara ja tehnoloogiaga. Nad toodavad robootilisi pakiautomaate. Lisaks loovad nad click and collect-lahendusi jae- ja logistikasektorile.	Cleveron on Eesti ettevõte, mis alustas tööd 2007. aastal. Cleveron tegeleb tarkvara ja tehnoloogiaga. Nad toodavad robootilisi pakiautomaate ning click and collect-lahendusi jae- ja logistikasektorile.
GPT-4.0	Ravi lõpetamine, eriti kui see toimub järsult, võib kaasa tuua võõrutusnähte (25% estsitalopraamiga vs 15% platseeboga).	Kui ravi lõpetatakse, eriti kui see tehakse järsult, võib see põhjustada võõrutusnähte. See juhtub 25% juhtudest estsitalopraamiga ja 15% juhtudest platseeboga.	Kui ravi lõpetatakse, eriti kui ravi lõpetatakse järsku, võib see põhjustada võõrutusnähte. See juhtub 25% juhtudest estsitalopraamiga ja 15% juhtudest platseeboga.
GPT-4.0	Kuigi 19. sajandi lõpus ja 20. sajandi algul osati elektrit juba võrdlemisi hästi kasutada, siis raskused seisnesid paljuski:	19. sajandi lõpus ja 20. sajandi algul osati elektrit juba suhteliselt hästi kasutada. Kuid, oli ka palju raskusi.	19. sajandi lõpus ja 20. sajandi algul osati elektrit suhteliselt hästi kasutadam, aga oli ka raskusi.
GPT-4.0	Kuju Borghese galeriis kujutab Kerberost kolme peaga ja Hadese kõrval istuvana, Heraklese kaheteistkümnendat vägitööd kujutav pronkskuju näitab Kerberost aga kahepealisena.	Borghese galeriis on kuju, mis kujutab Kerberost kolme peaga ja Hadest tema kõrval istumas. Teine pronksist kuju näitab Heraklese kaheteistkümnendat vägitööd, kus Kerberos on kujutatud kahepealisena.	Borghese galeriis on kuju, kus Kerberosel on kolm pead ja Hades istub tema kõrval. Teisel pronksist kujul on Kerberosel kaks pead. Teine pronksist kuju on Heraklese kaheteistkümnendast vägitööst.
GPT-4.0	Tehnoloogia arenguga kasvas arvutite võimsus ja riistvarakulud langesid, tänu sellele muutus tarkvarapõhine mitmerealine salvestus odavamaks ja projektis saadaolevate heliradade arv ei olnud lõpuks piiratud.	Tehnoloogia arenes ja arvutid muutusid võimsamaks ning riistvara hind langes. See tegi tarkvarapõhise mitmerealise salvestuse odavamaks. Lõpuks ei olnud projektis kasutatavate heliradade arvul piiranguid.	Tehnoloogia arenes ja arvutid muutusid võimsamaks ning riistvara hind langes. See tegi tarkvarapõhise mitmerealise salvestuse odavamaks. Lõpuks ei olnud projektis kasutatavate heliradade arvul piiranguid.
GPT-4.0	Korgi ühes kuupsentimeetris on umbes 40 miljonit rakku, mis toimivad tõhusalt detsibelle neelates heli ja vibratsiooni isolaatorina.	Korgis on umbes 40 miljonit rakku ühes kuupsentimeetris. Need rakud neelavad heli ja vibratsiooni, töötades tõhusa isolaatorina.	Korgis on umbes 40 miljonit rakku ühes kuupsentimeetris. Need rakud neelavad heli ja vibratsiooni ja on tõhusad isolaatorid.
TURK	Ta muutis seaduslikult oma nime Robert Dylaniks ja allkirjastas Albert Grossmaniga halduslepingu.	Ta muutis oma nime Robert Dylaniks ja kirjutas Albert Grossmaniga alla halduslepingu.	Ta muutis oma nime Robert Dylaniks ja kirjutas Albert Grossmaniga alla halduslepingu.
GPT-4.0	Jaapan võttis seda väga tõsiselt, sest Põhja-Mariaanide ja Jaapani vahel polnud enam ühtki saarestikku ja sellepärast pidas Jaapan Põhja-Mariaane kodumaa viimaseks kaitseliiniks.	Jaapan nägi seda väga tõsisena. Põhja-Mariaanide ja Jaapani vahel ei olnud ühtegi saarestikku. Jaapan pidas Põhja-Mariaane oma kodumaa viimaseks kaitseks.	Jaapan võttis asja tõsiselt. Põhja-Mariaanide ja Jaapani vahel ei olnud enam saari. Jaapani jaoks oli Põhja-Mariaane oma kodumaa viimane kaitse.
GPT-4.0	Kuid 1944. aastaks oli olukord rinnetel muutunud Saksamaa kahjuks ja Saksamaa ei saanudki enam rünnata, vaid pidi kõikjal taganema.	Aga 1944. aastaks oli olukord sõjatandril muutunud. See ei olnud enam Saksamaale soodne. Saksamaa ei saanud rünnata, vaid pidi igal pool taganema.	Aga 1944. aastaks oli olukord rinnetel muutunud. See ei olnud enam Saksamaale hea. Saksamaa ei saanud rünnata ja taganes.
GPT-4.0	Seda isegi Tallinna lossivanglast, kus ta ronis läbi lae ning lõpuks laskus lossitornist köit mööda alla.	Ta põgenes isegi Tallinna lossivanglast. Ta ronis läbi lae ja lõpuks laskus köit mööda alla lossitornist.	Ta põgenes isegi Tallinna lossivanglast. Ta ronis läbi lae ja laskus lossitornist köiega alla.
GPT-4.0	Füüsika püüab vähemalt ideaalis öelda, missugune maailm iseenesest on, liigendada maailma selle liitekohti pidi ning kirjeldada maailma ilma individuaalsete vaatekohtade ja isiklike huvide sekkumiseta.	Füüsika üritab ideaalis kirjeldada, milline on maailm iseenesest. See püüab maailma liigendada ja kirjeldada ilma isiklike vaadete ja huvide mõjuta.	Füüsika üritab kirjeldada, milline on maailm. See püüab maailma liigendada ja ilma isiklike vaadeteta kirjeldada.
GPT-4.0	See toob kaasa mõistmise, et vahepeal näljatunnet leevendav ja vahepeal sellega hätta jättev rind on tegelikult osa emast.	See mõistmine tähendab, et ema rind, mis vahel leevendab näljatunnet ja vahel jätab hätta, on tegelikult osa emast.	See mõistmine tähendab, et ema rind, mis vahel leevendab näljatunnet ja vahel jätab hätta, on tegelikult osa emast.
